prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2001,Non-Fiction,704,shortlisted,Skidelsky,Robert,"Skidelsky, Robert",man,unknown,True,Jewish,Jewish British,Doctorate,University of Oxford,History and Cultural Studies,British History,108958556,877,John Maynard Keynes
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2001,Fiction,371,shortlisted,Smiley,Jane,"Smiley, Jane",woman,unknown,False,Non-UK White,White American,Bachelors,University of Aberdeen,Language and Literature,English Literature,19714915,472,Horse Heaven
8,Booker Prize,Booker Prize,Booker Foundation,2001,Fiction,70,shortlisted,Smith,Ali,"Smith, Ali",woman,queer,True,White British,Scottish,unknown,unknown,unknown,unknown,118024365,301,Hotel World
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2001,Fiction,70,shortlisted,Smith,Ali,"Smith, Ali",woman,queer,True,White British,Scottish,unknown,unknown,unknown,unknown,118024365,301,Hotel World
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,2001,Fiction,21,winner,Smith,Sid,"Smith, Sid",man,unknown,True,White British,English,Bachelors,University of Cambridge,Language and Literature,English Literature,93463285,304,Something Like a House
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2001,Fiction,22,winner,Smith,Zadie,"Smith, Zadie",woman,unknown,True,Black British,Jamaican British,unknown,unknown,unknown,unknown,14951645,306,White Teeth
5,Costa Biography Award,Whitbread Biography Award,Whitbread,2001,Biography,128,winner,Souhami,Diana,"Souhami, Diana",woman,queer,True,White British,English,unknown,University of Kent,Multiple,English and Philosophy,17286862,309,Selkirk's Island
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2002,Fiction,193,shortlisted,Burns,Anna,"Burns, Anna",woman,unknown,True,White British,Northern Irish,none,none,none,none,85321496,500,No Bones
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2002,Non-Fiction,697,shortlisted,Duffy,Eamon,"Duffy, Eamon",man,unknown,True,Irish,Irish,Doctorate,University of Cambridge,History and Cultural Studies,History of Religion,2508746,867,The Voices of Morebath
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2002,Fiction,54,shortlisted,Dunmore,Helen,"Dunmore, Helen",woman,unknown,True,White British,English,Bachelors,University of York,Language and Literature,English Literature,79148136,466,The Siege
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,2002,Poetry,157,winner,Farley,Paul,"Farley, Paul",man,unknown,True,White British,British,unknown,Chelsea School of Art,unknown,unknown,19996312,90,The Ice Age
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2002,Non-Fiction,698,shortlisted,Fiennes,William,"Fiennes, William",man,unknown,True,White British,English,Bachelors,University of Oxford,unknown,unknown,79532405,868,Snow Geese
4,Costa Novel Award,Whitbread Novel Award,Whitbread,2002,Fiction,125,winner,Frayn,Michael,"Frayn, Michael",man,unknown,True,White British,English,Bachelors,University of Cambridge,Philosophy and Theology,Philosophy,51722896,108,Spies
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2002,Fiction,368,shortlisted,Gee,Maggie,"Gee, Maggie",woman,unknown,True,White British,English,Doctorate,Wolverhampton Polytechnic,Language and Literature,Literature,24076962,467,The White Family
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2002,Non-Fiction,699,shortlisted,Hamblyn,Richard,"Hamblyn, Richard",man,unknown,True,White British,British,Doctorate,University of Cambridge,Language and Literature,Eighteenth Century Literature,29764896,869,The Invention of Clouds
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2002,Fiction,367,shortlisted,Hooper,Chloe,"Hooper, Chloe",woman,unknown,False,Non-UK White,White Australian,unknown,unknown,unknown,unknown,67398978,468,A Child's Book of True Crime
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2002,Non-Fiction,150,shortlisted,Jenkins,Roy,"Jenkins, Roy",man,queer,True,White British,British,Bachelors,University of Oxford,unknown,unknown,68965748,870,Churchill
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,2002,Fiction,124,winner,Lebrecht,Norman,"Lebrecht, Norman",man,unknown,True,Jewish,British,unknown,Hebrew University,unknown,unknown,110841138,175,The Song of Names
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2002,Non-Fiction,696,winner,MacMillan,Margaret,"MacMillan, Margaret",woman,unknown,True,Non-UK White,White Canadian,Doctorate,University of Oxford,History and Cultural Studies,History,66698923,866,Peacemakers
8,Booker Prize,Man Booker Prize,Booker Foundation,2002,Fiction,259,winner,Martel,Yann,"Martel, Yann",man,unknown,False,Non-UK White,French Canadian,Bachelors,Trent University,Philosophy and Theology,Philosophy,85372278,197,The Life of Pi
7,Costa Children's Book Award,Whitbread Children's Book Award,Whitbread,2002,Children'S,53,winner,McKay,Hilary,"McKay, Hilary",woman,unknown,True,White British,English,Bachelors,University of St Andrews,Multiple,"Botany, Zoology and English",79115492,214,Saffy's Angel
8,Booker Prize,Man Booker Prize,Booker Foundation,2002,Fiction,260,shortlisted,Mistry,Rohinton,"Mistry, Rohinton",man,unknown,False,Asian,Indian Canadian,Bachelors,Bombay University/University of Toronto,Multiple,Mathematics and Economics/English and Philosophy,29581388,224,Family Matters
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2002,Poetry,61,winner,Oswald,Alice,"Oswald, Alice",woman,unknown,True,White British,English,Bachelors,University of Oxford,Language and Literature,Classics,14019756,687,Dart
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2002,Fiction,337,winner,Patchett,Ann,"Patchett, Ann",woman,unknown,False,Non-UK White,White American,Masters,University of Iowa,Writing,Creative Writing,54362733,465,Bel Canto
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2002,Sff,28,winner,Priest,Christopher,"Priest, Christopher",man,unknown,True,White British,English,none,none,none,none,54152946,648,The Separation
8,Booker Prize,Man Booker Prize,Booker Foundation,2002,Fiction,261,shortlisted,Shields,Carol,"Shields, Carol",woman,unknown,False,Non-UK White,White American Canadian,Masters,University of Ottawa,Language and Literature,English Literature,4944537,295,Unless
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2002,Non-Fiction,700,shortlisted,Simms,Brendan,"Simms, Brendan",man,unknown,True,Irish,Irish,Doctorate,"Trinity College, Dublin",History and Cultural Studies,History,69092541,871,Unfinest Hour
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2002,Fiction,21,winner,Smith,Sid,"Smith, Sid",man,unknown,True,White British,English,Bachelors,University of Cambridge,Language and Literature,English Literature,93463285,304,Something Like a House
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2002,Crime,482,winner,Somoza,Jose Carlos,"Somoza, Jose Carlos",man,unknown,False,Non-UK White,Cuban Spanish,unknown,unknown,Medicine and Social Work,Psychiatry,27281914,615,The Athenian Murders
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,2002,No/Any/Multi Genre,123,winner,Tomalin,Claire,"Tomalin, Claire",woman,unknown,True,White British,English,Bachelors,University of Cambridge,unknown,unknown,89941811,334,Samuel Pepys: The Unequalled Self
5,Costa Biography Award,Whitbread Biography Award,Whitbread,2002,Biography,123,winner,Tomalin,Claire,"Tomalin, Claire",woman,unknown,True,White British,English,Bachelors,University of Cambridge,unknown,unknown,89941811,334,Samuel Pepys: The Unequalled Self
8,Booker Prize,Man Booker Prize,Booker Foundation,2002,Fiction,153,shortlisted,Trevor,William,"Trevor, William",man,unknown,True,Irish,Irish,Bachelors,"Trinity College, Dublin",History and Cultural Studies,History,101362985,340,The Story of Lucy Gault
8,Booker Prize,Man Booker Prize,Booker Foundation,2002,Fiction,235,shortlisted,Waters,Sarah,"Waters, Sarah",woman,queer,True,White British,Welsh British,Doctorate,University of London,Language and Literature,English Literature,74035188,350,Fingersmith
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2002,Fiction,235,shortlisted,Waters,Sarah,"Waters, Sarah",woman,queer,True,White British,Welsh British,Doctorate,University of London,Language and Literature,English Literature,74035188,350,Fingersmith
8,Booker Prize,Man Booker Prize,Booker Foundation,2002,Fiction,262,shortlisted,Winton,Tim,"Winton, Tim",man,unknown,False,Non-UK White,White Australian,Bachelors,Western Australian Institute of Technology,Writing,Creative Writing,61597721,355,Dirt Music
8,Booker Prize,Man Booker Prize,Booker Foundation,2003,Fiction,256,shortlisted,Ali,Monica,"Ali, Monica",woman,unknown,True,Asian,Bangladeshi British,Bachelors,University of Oxford,Politics and Economics,"Politics, Philosophy and Economics",87388685,2,Brick Lane
7,Costa Children's Book Award,Whitbread Children's Book Award,Whitbread,2003,Children'S,122,winner,Almond,David,"Almond, David",man,unknown,True,White British,British,unknown,University of East Anglia,Language and Literature,English and American Literature,100114026,4,The Fire-Eaters
8,Booker Prize,Man Booker Prize,Booker Foundation,2003,Fiction,190,shortlisted,Atwood,Margaret,"Atwood, Margaret",woman,unknown,False,Non-UK White,White Canadian,Masters,Radcliffe College,Language and Literature,English Literature,109322990,12,Oryx and Crake
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,Non-Fiction,693,winner,Binyon,TJ,"Binyon, TJ",man,unknown,True,White British,English,Doctorate,University of Oxford,Language and Literature,Russian,30901589,861,Pushkin
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,Fiction,366,shortlisted,Donovan,Anne,"Donovan, Anne",woman,unknown,True,White British,Scottish,unknown,unknown,unknown,unknown,313289682,463,Buddha Da
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,Non-Fiction,670,shortlisted,Figes,Orlando,"Figes, Orlando",man,unknown,True,Jewish,Jewish German British,Doctorate,University of Cambridge,History and Cultural Studies,History,92926708,862,Natasha's Dance
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,Non-Fiction,339,shortlisted,Forna,Aminatta,"Forna, Aminatta",woman,unknown,True,Black British,Scottish Sierra Leonan,Doctorate,Bath Spa University,Writing,Creative Writing,230968647,863,The Devil That Danced on the Water
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2003,Fiction,20,winner,Franzen,Jonathan,"Franzen, Jonathan",man,unknown,False,Non-UK White,White American,Bachelors,Swarthmore College,Language and Literature,German,84489381,106,The Corrections
8,Booker Prize,Man Booker Prize,Booker Foundation,2003,Fiction,177,shortlisted,Galgut,Damon,"Galgut, Damon",man,queer,False,Jewish,Jewish South African,Bachelors,University of Cape Town,Arts,Theatre,87451615,112,The Good Doctor
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2003,Sff,503,winner,Grimwood,Jon Courtenay,"Grimwood, Jon Courtenay",man,unknown,True,White British,Maltese British,unknown,unknown,unknown,unknown,26553205,647,Felaheen
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,2003,No/Any/Multi Genre,119,winner,Haddon,Mark,"Haddon, Mark",man,unknown,True,White British,English,Masters,University of Edinburgh,Language and Literature,English Literature,85413157,126,The Curious Incident of the Dog in the Night-Time
4,Costa Novel Award,Whitbread Novel Award,Whitbread,2003,Fiction,119,winner,Haddon,Mark,"Haddon, Mark",man,unknown,True,White British,English,Masters,University of Edinburgh,Language and Literature,English Literature,85413157,126,The Curious Incident of the Dog in the Night-Time
8,Booker Prize,Man Booker Prize,Booker Foundation,2003,Fiction,257,shortlisted,Heller,Zoe,"Heller, Zoe",woman,unknown,True,Jewish,Jewish British,Masters,Columbia University,Language and Literature,English Literature,85560665,137,Notes on a Scandal
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,Non-Fiction,694,shortlisted,Judson,Olivia,"Judson, Olivia",woman,unknown,True,White British,English,Doctorate,University of Oxford,Maths and Sciences,Evolutionary Biology,951847,864,Dr Tatiana's Sex Advice to All Creation
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,Fiction,278,shortlisted,Mackay,Shena,"Mackay, Shena",woman,unknown,True,White British,Scottish,none,none,none,none,49454346,462,Heligoland
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,Fiction,365,winner,Martin,Valerie,"Martin, Valerie",woman,unknown,False,Non-UK White,White American,Masters,"University of Massachusetts, Amherst",Writing,Creative Writing,101831920,464,Property
8,Booker Prize,Man Booker Prize,Booker Foundation,2003,Fiction,258,shortlisted,Morrall,Clare,"Morrall, Clare",woman,unknown,True,White British,English,unknown,unknown,unknown,unknown,66699469,234,Astonishing Splashes of Colour
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,2003,Poetry,67,winner,Paterson,Don,"Paterson, Don",man,unknown,True,White British,Scottish,none,none,none,none,40326655,257,Landing Light
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2003,Poetry,67,winner,Paterson,Don,"Paterson, Don",man,unknown,True,White British,Scottish,none,none,none,none,40326655,257,Landing Light
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,2003,Fiction,120,winner,Pierre,DBC,"Pierre, DBC",man,unknown,True,Non-UK White,White Australian British,none,none,none,none,93888958,262,Vernon God Little
8,Booker Prize,Man Booker Prize,Booker Foundation,2003,Fiction,120,winner,Pierre,DBC,"Pierre, DBC",man,unknown,True,Non-UK White,White Australian British,none,none,none,none,93888958,262,Vernon God Little
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,Fiction,261,shortlisted,Shields,Carol,"Shields, Carol",woman,unknown,False,Non-UK White,White American Canadian,Masters,University of Ottawa,Language and Literature,English Literature,4944537,295,Unless
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,Fiction,22,shortlisted,Smith,Zadie,"Smith, Zadie",woman,unknown,True,Black British,Jamaican British,unknown,unknown,unknown,unknown,14951645,461,The Autograph Man
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2003,Fiction,332,shortlisted,Tartt,Donna,"Tartt, Donna",woman,unknown,False,Non-UK White,White American,Bachelors,Bennington College,unknown,unknown,85733536,460,The Little Friend
5,Costa Biography Award,Whitbread Biography Award,Whitbread,2003,Biography,121,winner,Taylor,DJ,"Taylor, DJ",man,unknown,True,White British,British,Bachelors,University of Oxford,History and Cultural Studies,Modern History,110124814,322,Orwell: The Life
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,Non-Fiction,123,shortlisted,Tomalin,Claire,"Tomalin, Claire",woman,unknown,True,White British,English,Bachelors,University of Cambridge,unknown,unknown,89941811,334,Samuel Pepys: The Unequalled Self
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2003,Non-Fiction,695,shortlisted,Vincent,Edgar,"Vincent, Edgar",man,unknown,True,White British,English,Bachelors,University of Oxford,unknown,unknown,37151454,865,Nelson
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2003,Crime,481,winner,Walters,Minette,"Walters, Minette",woman,unknown,True,White British,English,Bachelors,Durham University,Language and Literature,French,79704,614,Fox Evil
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,Fiction,329,shortlisted,Adichie,Chimamanda Ngozi,"Adichie, Chimamanda Ngozi",woman,unknown,False,African,Nigerian America,Masters,Johns Hopkins University/Yale University,Multiple,Creative Writing/African History,87194517,456,Purple Hibiscus
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,Non-Fiction,689,shortlisted,Applebaum,Anne,"Applebaum, Anne",woman,unknown,False,Jewish,Jewish American,Masters,London School of Economics,Politics and Economics,International Relations,278339970,856,Gulag
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,Fiction,190,shortlisted,Atwood,Margaret,"Atwood, Margaret",woman,unknown,False,Non-UK White,White Canadian,Masters,Radcliffe College,Language and Literature,English Literature,109322990,12,Oryx and Crake
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,Non-Fiction,630,shortlisted,Bate,Jonathan,"Bate, Jonathan",man,unknown,True,White British,British,Doctorate,University of Cambridge,Language and Literature,unknown,54169585,857,John Clare
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,Non-Fiction,690,shortlisted,Bryson,Bill,"Bryson, Bill",man,unknown,True,White British,American British,unknown,unknown,unknown,unknown,59134159,858,A Short History of Nearly Everything
8,Booker Prize,Man Booker Prize,Booker Foundation,2004,Fiction,252,shortlisted,Dangor,Achmat,"Dangor, Achmat",man,unknown,False,African,South African,Bachelors,Rhodes University,Language and Literature,Literature,64045687,67,Bitter Fruit
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,2004,Fiction,115,winner,Fletcher,Susan,"Fletcher, Susan",woman,unknown,True,White British,British,Bachelors,University of East Anglia,Writing,Creative Writing,66750268,100,Eve Green
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,Non-Fiction,688,winner,Funder,Anna,"Funder, Anna",woman,unknown,False,Non-UK White,White Australian,Doctorate,"University of Technology, Sydney",Writing,Creative Arts,92497046,855,Stasiland
5,Costa Biography Award,Whitbread Biography Award,Whitbread,2004,Biography,116,winner,Guy,John,"Guy, John",man,unknown,True,White British,British,Doctorate,University of Cambridge,History and Cultural Studies,History,282761978,125,My Heart is My Own: The Life of Mary Queen of Scots
8,Booker Prize,Man Booker Prize,Booker Foundation,2004,Fiction,253,shortlisted,Hall,Sarah,"Hall, Sarah",woman,unknown,True,White British,English,Masters,University of St Andrews,Writing,Creative Writing,74094805,128,The Electric Michaelangelo
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,Non-Fiction,691,shortlisted,Hartley,Aidan,"Hartley, Aidan",man,unknown,True,Black British,Kenyan British,Masters,University of London,Politics and Economics,Politics,26437251,859,The Zanzibar Chest
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,Crime,478,shortlisted,Hayder,Mo,"Hayder, Mo",woman,unknown,True,White British,British,none,none,none,none,19845460,610,Tokyo
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,Fiction,363,shortlisted,Hazzard,Shirley,"Hazzard, Shirley",woman,unknown,False,Non-UK White,White Australian American,none,none,none,none,34571187,457,The Great Fire
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2004,Non-Fiction,692,shortlisted,Holland,Tom,"Holland, Tom",man,unknown,True,White British,English,Bachelors,University of Cambridge,Language and Literature,English,300279794,860,Rubicon
8,Booker Prize,Man Booker Prize,Booker Foundation,2004,Fiction,29,winner,Hollinghurst,Alan,"Hollinghurst, Alan",man,queer,True,White British,English,Masters,University of Oxford,Language and Literature,English Literature,90719312,142,The Line of Beauty
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,2004,No/Any/Multi Genre,114,winner,Levy,Andrea,"Levy, Andrea",woman,unknown,True,Caribbean,Jamaican British,unknown,Dartington College of Arts,Arts,Theatre,74098174,177,Small Island
4,Costa Novel Award,Whitbread Novel Award,Whitbread,2004,Fiction,114,winner,Levy,Andrea,"Levy, Andrea",woman,unknown,True,Caribbean,Jamaican British,unknown,Dartington College of Arts,Arts,Theatre,74098174,177,Small Island
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,Fiction,114,winner,Levy,Andrea,"Levy, Andrea",woman,unknown,True,Caribbean,Jamaican British,unknown,Dartington College of Arts,Arts,Theatre,74098174,177,Small Island
7,Costa Children's Book Award,Whitbread Children's Book Award,Whitbread,2004,Children'S,118,winner,McCaughrean,Geraldine,"McCaughrean, Geraldine",woman,unknown,True,White British,British,unknown,Canterbury Christ Church University,unknown,unknown,54191408,207,Not the End of the World
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,Crime,479,shortlisted,McDermid,Val,"McDermid, Val",woman,queer,True,White British,Scottish,Bachelors,University of Oxford,Language and Literature,English,85313207,611,The Torment of Others
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2004,Sff,500,winner,McDonald,Ian,"McDonald, Ian",man,unknown,True,Irish,Scottish Irish,unknown,unknown,unknown,unknown,100337159,646,River of Gods
8,Booker Prize,Man Booker Prize,Booker Foundation,2004,Fiction,254,shortlisted,Mitchell,David,"Mitchell, David",man,unknown,True,White British,English,Masters,University of Kent,Language and Literature,Comparative Literature,85328187,226,Cloud Atlas
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,Crime,480,shortlisted,Nichol,James W,"Nichol, James W",man,unknown,False,Non-UK White,White Canadian,unknown,unknown,unknown,unknown,79128717,612,Midnight Cab
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2004,Fiction,19,winner,O'Hagan,Andrew,"O'Hagan, Andrew",man,unknown,True,White British,Scottish,Bachelors,University of Cambridge,Language and Literature,English Literature,87155882,248,Personality
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,Crime,477,winner,Paretsky,Sara,"Paretsky, Sara",woman,unknown,False,Non-UK White,White American,Doctorate,University of Chicago,History and Cultural Studies,History,98820882,609,Blacklist
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,Fiction,364,shortlisted,Slovo,Gillian,"Slovo, Gillian",woman,unknown,False,White British,White South African British,Doctorate,University of Iowa,Language and Literature,Literature,85450517,458,Ice Road
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,2004,Poetry,117,winner,Symmons Roberts,Michael,"Symmons Roberts, Michael",man,unknown,True,White British,British,unknown,Courtauld Institute of Art,unknown,unknown,68815992,297,Corpus
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2004,Poetry,536,winner,Szirtes,George,"Szirtes, George",man,unknown,True,Non-UK White,Hungarian British,Bachelors,Leeds College of Art and Design,Arts,Painting,98248260,686,Reel
8,Booker Prize,Man Booker Prize,Booker Foundation,2004,Fiction,94,shortlisted,Tóibín,Colm,"Tóibín, Colm",man,queer,False,Irish,Irish,Bachelors,University College Dublin,Multiple,History and English,32063755,331,The Master
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2004,Fiction,31,shortlisted,Tremain,Rose,"Tremain, Rose",woman,unknown,True,White British,English,Bachelors,University of East Anglia,Language and Literature,English Literature,49285360,459,The Colour
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2004,Crime,475,shortlisted,Wilson,Laura,"Wilson, Laura",woman,unknown,True,White British,English,unknown,University of Oxford,Language and Literature,English,121020429,613,The Lover
8,Booker Prize,Man Booker Prize,Booker Foundation,2004,Fiction,255,shortlisted,Woodward,Gerard,"Woodward, Gerard",man,unknown,True,White British,British,Postgraduate,University of Manchester,History and Cultural Studies,Social Anthropology,114341591,357,I'll Go to Bed at Noon
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,2005,Fiction,111,winner,Aw,Tash,"Aw, Tash",man,unknown,True,Asian,Malaysian,unknown,University of East Anglia,Writing,Creative Writing,85723301,16,The Harmony Silk Factory
8,Booker Prize,Man Booker Prize,Booker Foundation,2005,Fiction,250,winner,Banville,John,"Banville, John",man,unknown,False,Irish,Irish,none,none,none,none,46805211,21,The Sea
8,Booker Prize,Man Booker Prize,Booker Foundation,2005,Fiction,226,shortlisted,Barnes,Julian,"Barnes, Julian",man,unknown,True,White British,English,Bachelors,University of Oxford,Language and Literature,Modern Languages,51710796,24,Arthur & George
8,Booker Prize,Man Booker Prize,Booker Foundation,2005,Fiction,14,shortlisted,Barry,Sebastian,"Barry, Sebastian",man,unknown,False,Irish,Irish,unknown,"Trinity College, Dublin",Language and Literature,Latin and English,86463948,27,A Long Long Way
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,Non-Fiction,46,winner,Coe,Jonathan,"Coe, Jonathan",man,unknown,True,White British,English,Doctorate,University of Warwick,Language and Literature,English Literature,7446091,850,Like a Fiery Elephant
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,Fiction,359,shortlisted,Denby,Joolz,"Denby, Joolz",woman,unknown,True,White British,English,unknown,unknown,unknown,unknown,79213157,451,Billie Morgan
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2005,Poetry,85,winner,Duffy,Carol Ann,"Duffy, Carol Ann",woman,queer,True,White British,Scottish,Bachelors,University of Liverpool,Philosophy and Theology,Philosophy,114321106,685,Rapture
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,Fiction,168,shortlisted,Gardam,Jane,"Gardam, Jane",woman,unknown,True,White British,English,Bachelors,University of London,Language and Literature,English Literature,70213168,452,Old Filth
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,Fiction,360,shortlisted,Holman,Sheri,"Holman, Sheri",woman,unknown,False,Non-UK White,White American,Bachelors,William & Mary,Arts,Theatre,17358913,453,The Mammoth Cheese
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2005,Crime,476,winner,Indriðason,Arnaldur,"Indriðason, Arnaldur",man,unknown,False,Non-UK White,Icelandic,unknown,unknown,unknown,unknown,49405743,608,Silence of the Grave
8,Booker Prize,Man Booker Prize,Booker Foundation,2005,Fiction,251,shortlisted,Ishiguro,Kazuo,"Ishiguro, Kazuo",man,unknown,True,Asian,Japanese British,Masters,University of East Anglia,Writing,Creative Writing,108702574,152,Never Let Me Go
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,Fiction,361,shortlisted,Lewycka,Marina,"Lewycka, Marina",woman,unknown,True,Non-UK White,Ukrainian British,Bachelors,University of York,Language and Literature,English Literature,39691055,454,A Short History of Tractors in Ukrainian
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,2005,Poetry,112,winner,Logue,Christopher,"Logue, Christopher",man,unknown,True,White British,English,none,none,none,none,111268555,181,Cold Calls
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,Non-Fiction,684,shortlisted,Masters,Alexander,"Masters, Alexander",man,unknown,True,White British,English,unknown,unknown,unknown,unknown,79260596,851,Stuart
