prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,Non-Fiction,685,shortlisted,Mehta,Suketu,"Mehta, Suketu",man,unknown,False,Asian,Indian American,Masters,University of Iowa,Writing,Creative Writing,26163510302710931857,852,MaximumCity
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,Fiction,362,shortlisted,Meloy,Maile,"Meloy, Maile",woman,unknown,False,Non-UK White,White American,Masters,"University of California, Irvine",Writing,Creative Writing,49469571,455,Liars and Saints
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,Non-Fiction,686,shortlisted,Pamuk,Orhan,"Pamuk, Orhan",man,unknown,False,Non-UK White,Turkish,Bachelors,Istanbul University,Writing,Journalism,107501225,853,Istanbul
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2005,Fiction,18,winner,Peace,David,"Peace, David",man,unknown,True,White British,English,unknown,unknown,unknown,unknown,39559391,258,GB84
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2005,Sff,504,winner,Ryman,Geoff,"Ryman, Geoff",man,queer,True,Non-UK White,White Canadian,Masters,"University of California, Los Angeles",History and Cultural Studies,History,47378368,645,Air
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2005,Fiction,358,winner,Shriver,Lionel,"Shriver, Lionel",woman,unknown,True,Non-UK White,White American,Bachelors,Columbia University,Language and Literature,English and Russian,99194665,450,We Need to Talk About Kevin
4,Costa Novel Award,Whitbread Novel Award,Whitbread,2005,Fiction,70,winner,Smith,Ali,"Smith, Ali",woman,queer,True,White British,Scottish,unknown,unknown,unknown,unknown,118024365,305,The Accidental
8,Booker Prize,Man Booker Prize,Booker Foundation,2005,Fiction,70,shortlisted,Smith,Ali,"Smith, Ali",woman,queer,True,White British,Scottish,unknown,unknown,unknown,unknown,118024365,305,The Accidental
8,Booker Prize,Man Booker Prize,Booker Foundation,2005,Fiction,22,shortlisted,Smith,Zadie,"Smith, Zadie",woman,unknown,True,Black British,Jamaican British,unknown,unknown,unknown,unknown,14951645,303,On Beauty
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,2005,No/Any/Multi Genre,110,winner,Spurling,Hilary,"Spurling, Hilary",woman,unknown,True,White British,British,Bachelors,University of Oxford,Language and Literature,English Literature,27081285,312,Matisse: The Master
5,Costa Biography Award,Whitbread Biography Award,Whitbread,2005,Biography,110,winner,Spurling,Hilary,"Spurling, Hilary",woman,unknown,True,White British,British,Bachelors,University of Oxford,Language and Literature,English Literature,27081285,312,Matisse: The Master
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,Non-Fiction,110,shortlisted,Spurling,Hilary,"Spurling, Hilary",woman,unknown,True,White British,British,Bachelors,University of Oxford,Language and Literature,English Literature,27081285,312,Matisse: The Master
7,Costa Children's Book Award,Whitbread Children's Book Award,Whitbread,2005,Children'S,113,winner,Thompson,Kate,"Thompson, Kate",woman,unknown,True,Irish,British Irish,unknown,unknown,unknown,unknown,60015614,328,The New Policeman
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2005,Non-Fiction,687,shortlisted,Wise,Sarah,"Wise, Sarah",woman,unknown,True,White British,English,Bachelors,Southampton University,Language and Literature,English,29820747,854,The Italian Boy
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2006,Crime,472,shortlisted,Beckett,Simon,"Beckett, Simon",man,unknown,True,White British,British,Masters,Newcastle University,Language and Literature,English,160204614,603,The Chemistry of Death
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2006,Non-Fiction,679,shortlisted,Bennett,Alan,"Bennett, Alan",man,queer,True,White British,English,Bachelors,University of Oxford,History and Cultural Studies,History,110928162,845,Untold Stories
4,Costa Novel Award,Costa Novel Award,Costa,2006,Fiction,33,winner,Boyd,William,"Boyd, William",man,unknown,True,White British,British,unknown,University of Oxford,Language and Literature,English Literature,111500719,37,Restless
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2006,Non-Fiction,680,shortlisted,Brotton,Jerry,"Brotton, Jerry",man,unknown,True,White British,British,Doctorate,Queen Mary University of London,History and Cultural Studies,Early Modern Mapping,6101162,846,The Sale of the Late King's Goods
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2006,Non-Fiction,681,shortlisted,Callil,Carmen,"Callil, Carmen",woman,unknown,True,White British,Lebanese British,Bachelors,Melbourne University,Multiple,English Literature and Australian History,5064157,847,Bad Faith
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2006,Crime,471,winner,Cleeves,Ann,"Cleeves, Ann",woman,unknown,True,White British,British,none,none,none,none,40585642,602,Raven Black
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2006,Crime,473,shortlisted,Cook,Thomas H,"Cook, Thomas H",man,unknown,False,Non-UK White,White American,Masters,Hunter College,History and Cultural Studies,American History,102142009,604,Red Leaves
8,Booker Prize,Man Booker Prize,Booker Foundation,2006,Fiction,245,winner,Desai,Kiran,"Desai, Kiran",woman,unknown,True,Asian,Indian American,Masters,University of Delhi,Language and Literature,English Literature,34618623,71,The Inheritance of Loss
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2006,Crime,461,shortlisted,Fyfield,Frances,"Fyfield, Frances",woman,unknown,True,White British,English,Bachelors,unknown,Language and Literature,English,76372462,605,Safer Than Houses
8,Booker Prize,Man Booker Prize,Booker Foundation,2006,Fiction,246,shortlisted,Grenville,Kate,"Grenville, Kate",woman,unknown,False,Non-UK White,White Australian,Doctorate,"University of Technology, Sydney",Arts,Creative Arts,42044546,122,The Secret River
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2006,Sff,503,winner,Grimwood,Jon Courtenay,"Grimwood, Jon Courtenay",man,unknown,True,White British,Maltese British,unknown,unknown,unknown,unknown,26553205,644,End of the World Blues
6,Costa Poetry Award,Costa Poetry Award,Costa,2006,Poetry,108,winner,Haynes,John,"Haynes, John",man,unknown,True,White British,English,Bachelors,University of Southampton,unknown,unknown,113454170,133,Letter to Patience
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2006,Poetry,134,winner,Heaney,Seamus,"Heaney, Seamus",man,unknown,True,White British,Northern Irish,Bachelors,Queen's University,Language and Literature,English Literature,109557338,684,District and Circle
8,Booker Prize,Man Booker Prize,Booker Foundation,2006,Fiction,247,shortlisted,Hyland,MJ,"Hyland, MJ",woman,unknown,True,Irish,British Irish Australian,unknown,University of Melbourne,Multiple,English and Law,22125959,150,Carry Me Down
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2006,Crime,474,shortlisted,James,Bill,"James, Bill",man,unknown,True,White British,Welsh,none,none,none,none,85437283,606,Wolves of Memory
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2006,Non-Fiction,682,shortlisted,Judt,Tony,"Judt, Tony",man,unknown,True,Jewish,Jewish British,Doctorate,University of Cambridge,History and Cultural Studies,European History,19699030,848,Postwar
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2006,Fiction,341,shortlisted,Krauss,Nicole,"Krauss, Nicole",woman,unknown,False,Jewish,Jewish American,Masters,Stanford University,unknown,unknown,99094300,448,The History of Love
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2006,Fiction,77,shortlisted,Mantel,Hilary,"Mantel, Hilary",woman,unknown,True,White British,English,Bachelors,University of Sheffield,Law,Law,44415775,447,Beyond Black
8,Booker Prize,Man Booker Prize,Booker Foundation,2006,Fiction,248,shortlisted,Matar,Hisham,"Matar, Hisham",man,unknown,True,African,British Libyan,Masters,University of London,Arts,Architecture,87596371,198,In the Country of Men
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2006,Fiction,17,winner,McEwan,Ian,"McEwan, Ian",man,unknown,True,White British,English,Masters,University of East Anglia,Writing,Creative Writing,109587997,212,Saturday
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2006,Children'S,109,winner,Newbery,Linda,"Newbery, Linda",woman,unknown,True,White British,British,unknown,unknown,unknown,unknown,23059591,241,Set in Stone
2,Costa Book of the Year,Costa Book of the Year,Costa,2006,No/Any/Multi Genre,106,winner,Penney,Stef,"Penney, Stef",woman,unknown,True,White British,Scottish,Bachelors,unknown,Philosophy and Theology,Philosophy and Theology,85813646,259,The Tenderness of Wolves
3,Costa First Novel Award,Costa First Novel Award,Costa,2006,Fiction,106,winner,Penney,Stef,"Penney, Stef",woman,unknown,True,White British,Scottish,Bachelors,unknown,Philosophy and Theology,Philosophy and Theology,85813646,259,The Tenderness of Wolves
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2006,Non-Fiction,683,shortlisted,Reiss,Tom,"Reiss, Tom",man,unknown,False,Jewish,Jewish American,unknown,unknown,unknown,unknown,225448,849,The Orientalist
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2006,Non-Fiction,678,winner,Shapiro,James,"Shapiro, James",man,unknown,False,Jewish,Jewish American,Doctorate,University of Chicago,Language and Literature,English Literature,111853839,844,A Year in the Life of William Shakespear
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2006,Fiction,70,shortlisted,Smith,Ali,"Smith, Ali",woman,queer,True,White British,Scottish,unknown,unknown,unknown,unknown,118024365,305,The Accidental
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2006,Fiction,22,winner,Smith,Zadie,"Smith, Zadie",woman,unknown,True,Black British,Jamaican British,unknown,unknown,unknown,unknown,14951645,303,On Beauty
8,Booker Prize,Man Booker Prize,Booker Foundation,2006,Fiction,249,shortlisted,St Aubyn,Edward,"St Aubyn, Edward",man,unknown,True,White British,English,unknown,Sydney University,unknown,unknown,85649927,313,Mother's Milk
5,Costa Biography Award,Costa Biography Award,Costa,2006,Biography,107,winner,Thompson,Brian,"Thompson, Brian",man,unknown,True,White British,English,unknown,unknown,unknown,unknown,,327,Keeping Mum
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2006,Fiction,357,shortlisted,Tiffany,Carrie,"Tiffany, Carrie",woman,unknown,True,White British,Irish British Australian,Masters,Royal Melbourne Institute of Technology,Writing,Creative Writing,71688469,449,Everyman's Rules for Scientific Living
8,Booker Prize,Man Booker Prize,Booker Foundation,2006,Fiction,235,shortlisted,Waters,Sarah,"Waters, Sarah",woman,queer,True,White British,Welsh British,Doctorate,University of London,Language and Literature,English Literature,74035188,352,The Night Watch
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2006,Fiction,235,shortlisted,Waters,Sarah,"Waters, Sarah",woman,queer,True,White British,Welsh British,Doctorate,University of London,Language and Literature,English Literature,74035188,352,The Night Watch
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2006,Crime,475,shortlisted,Wilson,Laura,"Wilson, Laura",woman,unknown,True,White British,English,unknown,University of Oxford,Language and Literature,English,121020429,607,A Thousand Lies
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2007,Fiction,329,winner,Adichie,Chimamanda Ngozi,"Adichie, Chimamanda Ngozi",woman,unknown,False,African,Nigerian America,Masters,Johns Hopkins University/Yale University,Multiple,Creative Writing/African History,87194517,442,Half of a Yellow Sun
8,Booker Prize,Man Booker Prize,Booker Foundation,2007,Fiction,242,shortlisted,Barker,Nicola,"Barker, Nicola",woman,unknown,True,White British,English,Bachelors,Durham University,unknown,unknown,66627085,22,Darkmans
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2007,Crime,467,shortlisted,Blunt,Giles,"Blunt, Giles",man,unknown,False,Non-UK White,White Canadian,Bachelors,University of Toronto,Language and Literature,English Literature,79514077,597,Fields of Grief
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2007,Crime,462,shortlisted,Burke,James Lee,"Burke, James Lee",man,unknown,False,Non-UK White,White American,Masters,University of Missouri,Language and Literature,English,110621918,598,Pegasus Descending
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2007,Non-Fiction,674,shortlisted,Buruma,Ian,"Buruma, Ian",man,unknown,False,Jewish,Dutch Jewish American,Masters,Nihon University,History and Cultural Studies,Japanese Cinema,108393038,840,Murder in Amsterdam
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2007,Non-Fiction,673,winner,Chandrasekaran,Rajiv,"Chandrasekaran, Rajiv",man,unknown,False,Asian,Indian American,Bachelors,Stanford University,Politics and Economics,Political Science,75737703,839,Imperial Life in the Emerald City
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2007,Fiction,159,shortlisted,Cusk,Rachel,"Cusk, Rachel",woman,unknown,True,White British,British,Bachelors,University of Oxford,Language and Literature,English Literature,318745,443,Arlington Park
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2007,Fiction,245,shortlisted,Desai,Kiran,"Desai, Kiran",woman,unknown,True,Asian,Indian American,Masters,University of Delhi,Language and Literature,English Literature,34618623,71,The Inheritance of Loss
8,Booker Prize,Man Booker Prize,Booker Foundation,2007,Fiction,241,winner,Enright,Anne,"Enright, Anne",woman,unknown,False,Irish,Irish,Masters,University of East Anglia,Writing,Creative Writing,84193881,86,The Gathering
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2007,Crime,468,shortlisted,Flynn,Gillian,"Flynn, Gillian",woman,unknown,False,Non-UK White,White American,Masters,Northwestern University,Writing,Journalism,103168327,599,Sharp Objects
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2007,Fiction,355,shortlisted,Guo,Xiaolu,"Guo, Xiaolu",woman,unknown,True,Asian,Chinese British,Masters,Beijing Film Academy/National Film & TV School,Arts,Film Studies,76549542,444,A Concise Chinese-English Dictionary for Lovers
8,Booker Prize,Man Booker Prize,Booker Foundation,2007,Fiction,201,shortlisted,Hamid,Mohsin,"Hamid, Mohsin",man,unknown,True,Asian,Pakistani British,Juris Doctor,Harvard University,Law,Law,12483166,130,The Reluctant Fundamentalist
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2007,Fiction,356,shortlisted,Harris,Jane,"Harris, Jane",woman,unknown,True,White British,English,Doctorate,University of East Anglia,unknown,unknown,60249802,445,The Observations
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2007,Non-Fiction,675,shortlisted,Hennessy,Peter,"Hennessy, Peter",man,unknown,True,White British,Irish British,Doctorate,unknown,History and Cultural Studies,unknown,120884366,841,Having it so Good
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2007,Non-Fiction,676,shortlisted,Howell,Georgina,"Howell, Georgina",woman,unknown,True,White British,British,none,none,none,none,113526788,842,Daughter of the Desert
